Nom municipi,Districte,Secció,Cens electoral,Votants,xcoord,ycoord,MUNICIPI,area,Turnout,Density
ELS OMELLONS,1,1,181,103,0.960232372101786,41.494406366886,251538.0,11012615.7182617,0.569060773480663,16.43569562677614
ELS OMELLS DE NA GAIA,1,1,115,73,1.07658145197298,41.4971130991716,251543.0,13007650.6568604,0.6347826086956522,8.840950839908015
ORDIS,1,1,278,200,2.89474853419234,42.2158877563933,171156.0,8493152.28466797,0.7194244604316546,32.732251899197884
ORGANYÀ,1,1,596,359,1.31936138842317,42.2107137072905,251556.0,12593286.3200684,0.6023489932885906,47.32680452521966
ORISTÀ,1,1,449,300,2.043455153703775,41.94395874623714,81516.0,68633593.0487061,0.6681514476614699,6.541985929271769
ORPÍ,1,1,115,84,1.57756575467312,41.5242786179099,81521.0,15300902.0966797,0.7304347826086957,7.515896727746204
ORÍS,1,1,265,178,2.22250891019815,42.0694629802526,81509.0,27021494.8867188,0.6716981132075471,9.807007388412432
OS DE BALAGUER,1,1,783,493,0.7298569155135854,41.871347946268855,251569.0,136001308.2771,0.6296296296296297,5.757297557790054
OSOR,1,1,349,226,2.5627979223777,41.9415332337508,171169.0,52257584.3433838,0.6475644699140402,6.678456426663856
OSSÓ DE SIÓ,1,1,159,105,1.14751125245467,41.7459988241548,251575.0,26085345.2226562,0.660377358490566,6.095376489857681
PACS DEL PENEDÈS,1,1,699,444,1.66638594454758,41.3601190326227,81542.0,6111037.31335449,0.6351931330472103,114.38319947293901
PALAFOLLS,1,1,2059,1195,2.74738003529426,41.6667111661525,81555.0,676357.471923828,0.580378824672171,3044.248175662775
PALAFOLLS,1,2,1149,626,2.75543997100368,41.6725160402586,81555.0,483690.757080078,0.5448215839860748,2375.484714523449
PALAFOLLS,1,3,1650,764,2.75463784674104,41.6639781521002,81555.0,1262202.63769531,0.463030303030303,1307.2385928560407
PALAFOLLS,1,4,1328,666,2.73800296515091,41.6779688538741,81555.0,6835120.50610352,0.5015060240963856,194.2906491281526
PALAFOLLS,1,5,994,447,2.71522296218351,41.6670647056501,81555.0,7246874.40124512,0.44969818913480886,137.1625814060219
PALAFRUGELL,1,1,1483,736,3.16400909017472,41.9205212946136,171175.0,439631.476074219,0.49629130141604855,3373.2798507576344
PALAFRUGELL,1,2,1504,745,3.211499530849041,41.91318404728495,171175.0,8605499.48583984,0.4953457446808511,174.7719586149298
PALAFRUGELL,1,3,1106,468,3.16835205103354,41.9157968982628,171175.0,126931.288085938,0.4231464737793852,8713.37569072166
PALAFRUGELL,1,4,1334,601,3.1736753047676,41.9157337700904,171175.0,328458.090576172,0.4505247376311844,4061.4009466472103
PALAFRUGELL,1,5,954,417,3.16983067545112,41.9188696615746,171175.0,131800.614013672,0.4371069182389937,7238.206036741523
PALAFRUGELL,2,1,1578,780,3.16686094433746,41.9133013676545,171175.0,341886.573242188,0.49429657794676807,4615.565873311337
PALAFRUGELL,2,2,1550,649,3.15915727812417,41.912936111109,171175.0,412670.329833984,0.41870967741935483,3756.0248167673217
PALAFRUGELL,2,3,1625,839,3.1878647987513418,41.88482550860565,171175.0,7355214.07421875,0.5163076923076924,220.93170689564232
PALAFRUGELL,3,1,1001,435,3.15421121915061,41.914898888394,171175.0,347998.790039062,0.43456543456543456,2876.446782724849
PALAFRUGELL,3,2,1497,854,3.13911716388751,41.9282564602602,171175.0,8639695.8894043,0.5704742818971276,173.2699876434212
PALAFRUGELL,3,3,957,407,3.15437369137597,41.9208567996545,171175.0,163797.236816406,0.42528735632183906,5842.5894026079595
PALAMÓS,1,1,1306,699,3.1294931139149753,41.842510540198845,171181.0,295823.020263672,0.5352220520673813,4414.80179208481
PALAMÓS,1,2,1406,723,3.13137892433656,41.8483426431836,171181.0,161877.453125,0.5142247510668563,8685.58266057165
PALAMÓS,1,3,1071,528,3.1324981704344,41.8514743355827,171181.0,116264.296875,0.49299719887955185,9211.770326633217
PALAMÓS,1,4,642,350,3.13670510437764,41.8505151592926,171181.0,297120.297851562,0.5451713395638629,2160.740968026143
PALAMÓS,2,1,1020,574,3.12635816733597,41.8484627970087,171181.0,160665.908935547,0.5627450980392157,6348.577658806169
PALAMÓS,2,2,1214,622,3.12076794348402,41.8499560251993,171181.0,207631.589355469,0.5123558484349259,5846.894510457222
PALAMÓS,3,1,1258,590,3.12808223617749,41.857804609934,171181.0,737015.259033203,0.46899841017488075,1706.8846059581058
PALAMÓS,3,2,1233,517,3.11628612462977,41.8718252431918,171181.0,6555008.95239258,0.41930251419302517,188.1004296035255
PALAMÓS,3,3,1548,799,3.12289046394661,41.8524246006936,171181.0,242159.055419922,0.5161498708010336,6392.492724732725
PALAMÓS,4,1,1392,578,3.13252554291204,41.8552240405401,171181.0,256816.41796875,0.41522988505747127,5420.214217649363
PALAMÓS,4,2,1036,511,3.161720450182908,41.861232805282754,171181.0,4914944.51928711,0.49324324324324326,210.78569573563914
EL PALAU D'ANGLESOLA,1,1,1613,998,0.862222230239726,41.6497343643875,251581.0,12343280.7877197,0.6187228766274023,130.67838508581687
PALAU DE SANTA EULÀLIA,1,1,82,63,2.97537396859087,42.1795133738612,171194.0,8573120.46508789,0.7682926829268293,9.564778698016271
PALAU-SATOR,1,1,223,156,3.12013465199429,41.9842644927118,171215.0,12428805.5754395,0.6995515695067265,17.942190715467397
PALAU-SAVERDERA,1,1,836,481,3.14247915823529,42.3006412129048,171208.0,16574597.5773926,0.5753588516746412,50.438630325497996
PALAU-SOLITÀ I PLEGAMANS,1,1,1089,529,2.17885970574986,41.588139563809,81568.0,246202.865722656,0.4857667584940312,4423.181658765674
PALAU-SOLITÀ I PLEGAMANS,1,2,1989,1030,2.16364072984924,41.576037953435,81568.0,5177896.40722656,0.5178481649069885,384.13282993148357
PALAU-SOLITÀ I PLEGAMANS,1,3,1396,763,2.18919643316509,41.5813237113215,81568.0,2803107.62109375,0.5465616045845272,498.0186952134546
PALAU-SOLITÀ I PLEGAMANS,1,4,1949,1110,2.17393300624691,41.5974900430334,81568.0,1061755.43823242,0.5695228322216521,1835.6392911390585
PALAU-SOLITÀ I PLEGAMANS,1,5,887,537,2.17754071461845,41.5848843718255,81568.0,211434.870239258,0.6054114994363021,4195.145289877105
PALAU-SOLITÀ I PLEGAMANS,1,6,1541,890,2.1806274234834,41.5657901311145,81568.0,2570692.67419434,0.5775470473718365,599.4493295403163
PALAU-SOLITÀ I PLEGAMANS,1,7,1251,699,2.18594347401573,41.5959384378522,81568.0,1455387.35095215,0.5587529976019184,859.5649805404487
PALAU-SOLITÀ I PLEGAMANS,1,8,1215,664,2.16819833007739,41.5913359394175,81568.0,1378864.79943848,0.5465020576131687,881.1596325432259
ELS PALLARESOS,1,1,1251,743,1.25793378396431,41.1692412184695,431009.0,4037400.85180664,0.5939248601119105,309.85281024058025
ELS PALLARESOS,1,2,1308,707,1.27291693433131,41.1681759726796,431009.0,369922.059082031,0.540519877675841,3535.879972245581
ELS PALLARESOS,1,3,1038,510,1.26573130731715,41.1623147421326,431009.0,615649.429443359,0.4913294797687861,1686.0244651546423
PALLEJÀ,1,1,1910,1093,1.99362939149559,41.4137471855345,81574.0,1608700.08361816,0.5722513089005236,1187.2940266803369
PALLEJÀ,1,2,1797,968,1.99747026762856,41.4293432324443,81574.0,582060.673828125,0.5386755703951029,3087.3070124827414
PALLEJÀ,1,3,1588,903,1.9869675947339,41.428760700221,81574.0,2255409.20288086,0.568639798488665,704.0850937256217
PALLEJÀ,1,4,1394,861,1.9717132090327,41.4207290458929,81574.0,2943543.98913574,0.6176470588235294,473.57878976671765
PALLEJÀ,1,5,1980,1227,2.00304316755317,41.4170264414957,81574.0,1038576.39770508,0.6196969696969697,1906.4558027461087
LA PALMA D'EBRE,1,1,274,194,0.663798177801184,41.2706158179187,430995.0,38005647.4353027,0.708029197080292,7.209454870264539
LA PALMA DE CERVELLÓ,1,1,1220,803,1.97003971541864,41.4151078183871,89058.0,244849.2421875,0.6581967213114754,4982.657855505028
LA PALMA DE CERVELLÓ,1,2,1126,713,1.96376332971957,41.410025219671,89058.0,5145093.07836914,0.633214920071048,218.84929637792143
PALOL DE REVARDIT,1,1,335,254,2.80389707001136,42.0564378600633,171236.0,18067559.2253418,0.7582089552238805,18.54151940623637
PALS,1,1,1638,1007,3.16896043032524,41.9825570502927,171241.0,25750381.0783691,0.6147741147741148,63.61070910037743
EL PAPIOL,1,1,1788,1039,2.00849004448849,41.4433784901075,81580.0,6696621.00061035,0.581096196868009,267.0003274542544
EL PAPIOL,1,2,1372,752,2.02239733053023,41.4388534454799,81580.0,2150850.96447754,0.5481049562682215,637.8870608235148
PARDINES,1,1,132,84,2.23055910278097,42.3063029304308,171254.0,31398831.7683105,0.6363636363636364,4.203978064343845
PARETS DEL VALLÈS,1,1,1221,612,2.23702195425717,41.5683397387443,81593.0,703737.923950195,0.5012285012285013,1735.020891223723
PARETS DEL VALLÈS,1,2,1666,902,2.21867999973352,41.57815433394045,81593.0,758065.219848633,0.5414165666266506,2197.7000875104904
PARETS DEL VALLÈS,1,3,1048,537,2.22690873722375,41.5710178895796,81593.0,646783.416870117,0.5124045801526718,1620.326020526981
PARETS DEL VALLÈS,1,4,938,488,2.24733891394342,41.5751958134159,81593.0,2026026.22265625,0.5202558635394456,462.97525150993454
PARETS DEL VALLÈS,2,1,1000,502,2.21951410905846,41.5578971229574,81593.0,297132.599731445,0.502,3365.500792924849
PARETS DEL VALLÈS,2,2,924,474,2.22580942625412,41.558043774099,81593.0,128955.935913086,0.512987012987013,7165.238214569352
PARETS DEL VALLÈS,2,3,1801,806,2.23872662623263,41.5592119027607,81593.0,2297837.50866699,0.44752915047196,783.7803992697409
PARETS DEL VALLÈS,2,4,1224,634,2.22605399098485,41.5622436137869,81593.0,185814.599975586,0.5179738562091504,6587.211124211016
PARETS DEL VALLÈS,2,5,997,605,2.21519776790813,41.5650233663058,81593.0,1553066.79003906,0.6068204613841525,641.9556495538259
PARETS DEL VALLÈS,2,6,1857,1043,2.22234200777871,41.5670797166363,81593.0,240412.135131836,0.5616585891222402,7724.235712900548
PARETS DEL VALLÈS,2,7,1626,927,2.22936356991833,41.5654235914326,81593.0,279188.356079102,0.5701107011070111,5824.025123523804
PARLAVÀ,1,1,326,253,3.04249662650234,42.020038960047,171267.0,6213053.82470703,0.7760736196319018,52.47017154488794
PASSANANT I BELLTALL,1,1,143,93,1.20038109942187,41.5202063063325,431016.0,27766728.0413818,0.6503496503496503,5.150048640476535
PAU,1,1,335,226,3.11383187924371,42.3091583477012,171289.0,10560772.0512695,0.6746268656716418,31.721165685015425
PAÜLS,1,1,448,255,0.408919106847336,40.9272824233169,431021.0,43780676.7792969,0.5691964285714286,10.232824911739401
PEDRET I MARZÀ,1,1,138,97,3.06977890713524,42.3071572704367,171292.0,8585636.68139648,0.7028985507246377,16.073356597888775
PENELLES,1,1,355,214,0.949734230529658,41.7295447300505,251641.0,25459867.9420166,0.6028169014084507,13.94351301461941
LA PERA,1,1,333,248,2.97205625982844,42.0175224556555,171306.0,11978656.8361816,0.7447447447447447,27.79944400729234
PERAFITA,1,1,329,210,2.1075088288258,42.0481316164476,81607.0,19690649.9744873,0.6382978723404256,16.708437782718057
PERAFORT,1,1,934,513,1.2106159547856175,41.19558394799412,431037.0,9716983.66882324,0.5492505353319058,96.12036325600931
PERALADA,1,1,1389,919,3.0299789688485,42.301828134601,171328.0,43907928.3566895,0.6616270698344132,31.634377935491504
PERAMOLA,1,1,273,183,1.2635328971724,42.0801674123596,251654.0,55833489.3945312,0.6703296703296703,4.889538571929913
EL PERELLÓ,1,1,552,315,0.710014013841009,40.8929414800818,431042.0,47571066.2520752,0.5706521739130435,11.603691981066747
EL PERELLÓ,1,2,1222,743,0.660484331964182,40.8825622450838,431042.0,53131345.4561768,0.6080196399345336,22.999605779001328
PIERA,1,1,903,411,1.7296515743814,41.5006455724369,81614.0,7651121.39074707,0.45514950166112955,118.02191520475004
PIERA,1,2,2353,940,1.74723639266464,41.520855329779,81614.0,491446.888671875,0.39949001274968127,4787.902933639347
PIERA,1,3,1781,864,1.74966602904739,41.5239775277064,81614.0,673460.752075195,0.485120718697361,2644.549061711533
PIERA,1,4,1535,640,1.76667893417971,41.4701097147398,81614.0,13498921.2489014,0.4169381107491857,113.71279020721191
PIERA,1,5,1478,669,1.73876887909963,41.5316380472924,81614.0,11134314.6608887,0.45263870094722597,132.74279064446986
PIERA,1,6,1148,460,1.77215578128057,41.5008425691443,81614.0,6561873.87915039,0.40069686411149824,174.95002512127516
PIERA,1,7,706,359,1.77391040755712,41.5187347277387,81614.0,1327633.53210449,0.5084985835694051,531.7732513737345
PIERA,1,8,1329,502,1.75169345505816,41.5022098314593,81614.0,5493878.04260254,0.37772761474793076,241.90562471431036
PIERA,1,9,885,364,1.73739454166408,41.5595551844411,81614.0,10357083.6968994,0.41129943502824856,85.44876394741722
LES PILES,1,1,160,116,1.34961015319836,41.5019718525719,431055.0,22450421.1640625,0.725,7.12681507535012
PINEDA DE MAR,1,1,1654,836,2.68544162637536,41.6223338596176,81635.0,198987.14050293,0.5054413542926239,8312.09492140848
PINEDA DE MAR,1,2,1774,870,2.69113958977189,41.6240379613735,81635.0,200540.393554688,0.4904171364148816,8846.098127937625
PINEDA DE MAR,1,3,1359,746,2.68757546472474,41.6380427478683,81635.0,1686154.29492188,0.5489330389992642,805.9760628626
PINEDA DE MAR,1,4,2171,1031,2.6627651238311,41.6351080008917,81635.0,5763784.66418457,0.47489636112390604,376.66223262821035
PINEDA DE MAR,1,5,1158,530,2.66844234153929,41.624195030263,81635.0,587460.489868164,0.45768566493955093,1971.1963952841743
PINEDA DE MAR,1,6,1203,516,2.67454073850899,41.6174395996557,81635.0,220478.300537109,0.428927680798005,5456.319270737128
PINEDA DE MAR,1,7,1712,817,2.68485370566498,41.6304126034094,81635.0,546550.858398438,0.4772196261682243,3132.3708922838146
PINEDA DE MAR,1,8,1072,468,2.6743992406783,41.6201597776216,81635.0,73247.7213134766,0.43656716417910446,14635.267565692398
PINEDA DE MAR,1,9,1539,761,2.68859059582809,41.6225129217165,81635.0,107395.421264648,0.4944769330734243,14330.219872293586
PINEDA DE MAR,1,10,1195,604,2.69431309936001,41.6244322157158,81635.0,138525.08984375,0.5054393305439331,8626.596101456464
PINEDA DE MAR,1,11,1198,640,2.6974634278979,41.6261821309344,81635.0,314705.785400391,0.5342237061769616,3806.7301447153873
PINEDA DE MAR,1,12,1147,507,2.69631403525797,41.6291798802891,81635.0,176201.230102539,0.4420226678291194,6509.602681732198
PINEDA DE MAR,1,13,1424,637,2.67085768056392,41.6189508937469,81635.0,68378.5092773438,0.4473314606741573,20825.256576218184
PINEDA DE MAR,1,14,1386,598,2.67018484574082,41.6209427380799,81635.0,100185.583740234,0.4314574314574315,13834.325740853968
EL PINELL DE BRAI,1,1,784,446,0.501898588427159,41.0187084049943,431068.0,57167565.418335,0.5688775510204082,13.71407010711274
PINELL DE SOLSONÈS,1,1,167,91,1.36858364487728,41.9518054361211,251667.0,90563084.5727539,0.5449101796407185,1.8440184627969518
PINÓS,1,1,231,152,1.632618152999735,41.86717480997885,251673.0,104236803.993286,0.658008658008658,2.21610785394839
PIRA,1,1,380,230,1.19199975379106,41.4206613138495,431074.0,8575149.0234375,0.6052631578947368,44.314098677630945
EL PLA DE SANTA MARIA,1,1,1803,967,1.31128798940217,41.3468847941557,431080.0,35038312.9591064,0.5363283416528009,51.45795695427177
EL PLA DEL PENEDÈS,1,1,933,598,1.72121940066674,41.4147663608996,81640.0,9389486.27819824,0.6409431939978564,99.36645864921957
LES PLANES D'HOSTOLES,1,1,1272,870,2.54948804130615,42.0645974950527,171334.0,37452386.2237549,0.6839622641509434,33.963123001044174
PLANOLES,1,1,227,147,2.1026722988932,42.3221901305495,171349.0,18740300.5948486,0.6475770925110133,12.112932706234103
ELS PLANS DE SIÓ,1,1,419,270,1.20691476584069,41.7356342456384,259118.0,55837841.0076904,0.6443914081145584,7.503871790857605
EL POAL,1,1,497,326,0.87164239919429,41.6756034877612,251689.0,8858030.28540039,0.6559356136820925,56.107281640157
LA POBLA DE CLARAMUNT,1,1,1654,914,1.68123041876253,41.5584042627176,81653.0,18542510.6419678,0.5525997581620314,89.20043417726045
LA POBLA DE CÉRVOLES,1,1,175,112,0.882287205714317,41.3812200408812,251692.0,61984964.9119873,0.64,2.823265291002152
LA POBLA DE LILLET,1,1,933,547,1.97427697749976,42.223737829876,81666.0,70382.7874755859,0.5862808145766345,13256.081969240497
LA POBLA DE MAFUMET,1,1,2055,885,1.20829898708173,41.1871150465548,431093.0,342974.637573242,0.4306569343065693,5991.696687954532
LA POBLA DE MAFUMET,1,2,702,301,1.21335006918683,41.1823364044475,431093.0,5738790.30932617,0.4287749287749288,122.32543134729495
LA POBLA DE MASSALUCA,1,1,251,148,0.347861642556995,41.1932396732653,431107.0,43225600.8515625,0.5896414342629482,5.806744037218559
LA POBLA DE MONTORNÈS,1,1,814,382,1.40493918003112,41.1822441641372,431114.0,10931486.9238281,0.4692874692874693,74.4637948773162
LA POBLA DE MONTORNÈS,1,2,1403,592,1.40526623183001,41.1905453550344,431114.0,1381670.61401367,0.4219529579472559,1015.4373884556823
LA POBLA DE SEGUR,1,1,1006,611,0.957792167210538,42.2468477041488,251713.0,7416313.42211914,0.6073558648111332,135.6469100941186
LA POBLA DE SEGUR,1,2,1151,713,0.987184742339674,42.2772868585144,251713.0,26200255.7600098,0.6194613379669852,43.930868864143086
POBOLEDA,1,1,258,176,0.845147506798677,41.2318051723276,431129.0,13790482.2104492,0.6821705426356589,18.708555369043626
POLINYÀ,1,1,1298,646,2.1560719311776,41.5585348714964,81672.0,200651.315063477,0.49768875192604006,6468.933431058608
POLINYÀ,1,2,1177,487,2.16436209669274,41.5543565945921,81672.0,2623418.66809082,0.4137638062871708,448.6512253328425
POLINYÀ,1,3,1423,726,2.14284224912445,41.5662905264317,81672.0,3915777.58044434,0.5101897399859452,363.40164137681336
POLINYÀ,1,4,1436,748,2.15374119650825,41.5474434923096,81672.0,2272622.56152344,0.520891364902507,631.869112061171
EL PONT D'ARMENTERA,1,1,390,235,1.34003502211962,41.4068081144713,431135.0,21696413.0782471,0.6025641025641025,17.975321477955053
EL PONT DE BAR,1,1,133,75,1.61446878557035,42.3797408488153,250306.0,43516393.8634033,0.5639097744360902,3.0563194279719768
PONT DE MOLINS,1,1,399,243,2.92588546797163,42.3201403796797,171352.0,8639951.15820312,0.6090225563909775,46.18081661505381
EL PONT DE SUERT,1,1,1178,698,0.76703442561106,42.4383808148598,251734.0,148016646.846802,0.5925297113752123,7.9585642905371055
EL PONT DE SUERT,1,2,490,232,0.74110729724199,42.4067135263058,251734.0,366963.692626953,0.47346938775510206,1335.2819634342488
EL PONT DE VILOMARA I ROCAFORT,1,1,2994,1379,1.90713102405573,41.7041000020234,81825.0,27358354.4211426,0.4605878423513694,109.43640666071019
PONTILS,1,1,113,72,1.3923603505801,41.4688621703104,431418.0,67576869.1088867,0.6371681415929203,1.6721698044033817
PONTONS,1,1,382,209,1.51216162943067,41.4128937033724,81688.0,25754621.3012695,0.5471204188481675,14.832289534817209
PONTS,1,1,680,393,1.20073437468972,41.9154988199681,251728.0,4638189.58618164,0.5779411764705882,146.6089273336077
PONTS,1,2,1069,640,1.15667081496379,41.9153627530999,251728.0,26093357.1546631,0.598690364826941,40.96828145430726
PONTÓS,1,1,190,140,2.91140188814775,42.184588628814,171365.0,13463798.8081055,0.7368421052631579,14.111916161849942
PORQUERES,1,1,576,400,2.72568770207651,42.1231514293511,171371.0,31106518.857666,0.6944444444444444,18.517018977134708
PORQUERES,1,2,1713,1133,2.78586353190852,42.1069115053896,171371.0,2014821.20263672,0.6614127262113252,850.1995103874538
PORQUERES,1,3,1258,886,2.76781867462991,42.1045945957384,171371.0,587807.174560547,0.7042925278219396,2140.157613660464
PORRERA,1,1,372,269,0.855078060247964,41.1963988219687,431140.0,28713475.1477051,0.7231182795698925,12.955589599879268
