Nom municipi,Districte,Secció,Cens electoral,Votants,xcoord,ycoord,MUNICIPI,area,Turnout,Density
TARRAGONA,9,2,694,237,1.19407507582941,41.1202888277924,431482.0,36670.2421875,0.3414985590778098,18925.42722929078
TARRAGONA,9,3,664,224,1.19328183139165,41.1185667273781,431482.0,37377.2922363281,0.3373493975903614,17764.796759531946
TARRAGONA,9,4,893,345,1.19169028588009,41.1176192010552,431482.0,38658.5903320312,0.38633818589025753,23099.652427318088
TARRAGONA,9,8,570,187,1.19143632016585,41.1205367316149,431482.0,31652.8585205078,0.3280701754385965,18007.852264928886
TARRAGONA,9,9,654,272,1.1910862430089,41.119178651914,431482.0,39116.3444824219,0.41590214067278286,16719.353729331597
TARRAGONA,9,10,975,366,1.19147783077921,41.115909763496,431482.0,107849.065185547,0.37538461538461537,9040.412156772787
TARROJA DE SEGARRA,1,1,148,87,1.27743309379666,41.7220532366318,252192.0,7902196.71826172,0.5878378378378378,18.728969333043405
TARRÉS,1,1,84,64,1.02182499078934,41.4296815462695,252189.0,13081453.0949707,0.7619047619047619,6.421304987310215
TAVERTET,1,1,92,68,2.40331239491667,42.0048599900696,82802.0,32766067.7884521,0.7391304347826086,2.8077827523882495
TAVÈRNOLES,1,1,249,179,2.34375919697063,41.9559995610367,82750.0,18882339.6297607,0.7188755020080321,13.18692518418363
TEIÀ,1,1,1719,1153,2.31416790549633,41.5046147922313,82819.0,1425052.32763672,0.670738801628854,1206.271493798938
TEIÀ,1,2,1799,1139,2.32647622486504,41.5008543002685,82819.0,4097964.26721191,0.6331295163979989,438.9984594043245
TEIÀ,1,3,1442,972,2.31367400438294,41.4944618753346,82819.0,1177437.32324219,0.6740638002773925,1224.6936389185544
TERRADES,1,1,245,156,2.84250732220558,42.3117035047901,171962.0,20840064.1381836,0.636734693877551,11.756201822388151
TERRASSA,1,1,1089,761,2.0104558515075,41.5630092637929,82798.0,137203.18737793,0.6988062442607897,7937.133391809034
TERRASSA,1,2,1109,743,2.01580647369392,41.564659198777,82798.0,122434.431640625,0.6699729486023445,9057.909487873365
TERRASSA,1,4,1546,1061,2.01513167129046,41.5676721188312,82798.0,115954.197143555,0.6862871927554981,13332.850712475743
TERRASSA,1,5,1025,722,2.01245763454221,41.5675956389958,82798.0,85114.6967773438,0.704390243902439,12042.573595502005
TERRASSA,1,6,1217,848,2.00846510555825,41.5668482290193,82798.0,125734.580810547,0.6967953985209532,9679.119237958395
TERRASSA,1,7,1422,943,2.00956572725287,41.5590126884185,82798.0,151572.954589844,0.6631504922644164,9381.620908874726
TERRASSA,1,8,1966,1326,2.01295236373478,41.559902912636,82798.0,166609.495361328,0.6744659206510681,11800.047744795771
TERRASSA,1,9,1044,701,2.01584582304262,41.5605580858275,82798.0,127622.19519043,0.671455938697318,8180.395255247
TERRASSA,1,10,986,629,2.01839206337096,41.5601485595041,82798.0,112013.321777344,0.6379310344827587,8802.524417229006
TERRASSA,1,11,929,496,2.0229974350389,41.559020356577,82798.0,89705.3848876953,0.5339074273412271,10356.123003797835
TERRASSA,1,12,1106,600,2.02149876824284,41.5605306552072,82798.0,66877.3057861328,0.5424954792043399,16537.747551267716
TERRASSA,1,13,653,314,2.02696140797669,41.5607090870979,82798.0,60979.6519775391,0.48085758039816234,10708.490108151525
TERRASSA,1,14,1580,787,2.02625346857257,41.5655132810705,82798.0,74208.1949462891,0.4981012658227848,21291.449025860053
TERRASSA,1,15,934,520,2.02449141546456,41.5629824307841,82798.0,72055.5808105469,0.556745182012848,12962.215965696425
TERRASSA,1,16,1817,1054,2.02314968544845,41.5669655118486,82798.0,118215.580078125,0.5800770500825536,15370.22445602518
TERRASSA,1,17,1694,1106,2.02039520659572,41.5663091501348,82798.0,118642.930053711,0.6528925619834711,14278.13692086926
TERRASSA,1,18,461,346,2.01842236699682,41.5676867534382,82798.0,105513.731445312,0.7505422993492408,4369.099582445696
TERRASSA,1,19,1144,617,2.0243281809578,41.5609281227963,82798.0,42438.5173339844,0.5393356643356644,26956.643913756496
TERRASSA,1,20,1065,709,2.02040233848812,41.5625801734101,82798.0,97607.3991699219,0.6657276995305165,10911.058065853924
TERRASSA,1,21,1088,591,2.02413321095082,41.5650020087947,82798.0,60278.099609375,0.5431985294117647,18049.673215490428
TERRASSA,1,22,1418,912,2.00695922664688,41.5690099259898,82798.0,76180.9770507812,0.6431593794076164,18613.570669417648
TERRASSA,1,23,980,687,2.01130018336359,41.5695904383473,82798.0,61872.6481933594,0.7010204081632653,15838.985862337478
TERRASSA,1,24,650,459,2.01015884259887,41.5652258118112,82798.0,62767.4884033203,0.7061538461538461,10355.679612721546
TERRASSA,2,1,1043,444,2.02770391681226,41.5667450840605,82798.0,73659.6077880859,0.42569511025886864,14159.727852483902
TERRASSA,2,2,439,148,2.02941170785674,41.5678112997932,82798.0,24680.6304931641,0.33712984054669703,17787.227928459597
TERRASSA,2,3,796,244,2.03213681423387,41.5671321111879,82798.0,67636.2575683594,0.3065326633165829,11768.835660303786
TERRASSA,2,4,670,254,2.02990404766848,41.5662730455349,82798.0,30959.4407958984,0.37910447761194027,21641.217760262763
TERRASSA,2,5,827,337,2.03061241206489,41.5648368195526,82798.0,80743.4901123047,0.407496977025393,10242.311780797934
TERRASSA,2,6,724,313,2.02883771624969,41.5626974163505,82798.0,50377.1676025391,0.43232044198895025,14371.590036822736
TERRASSA,2,8,757,291,2.03177150073154,41.5633054088107,82798.0,70838.9736328125,0.3844121532364597,10686.207904759349
TERRASSA,2,9,1105,439,2.03065135839269,41.5610597616928,82798.0,86070.912109375,0.39728506787330314,12838.251308360905
TERRASSA,2,11,850,342,2.03118511693863,41.5592382425021,82798.0,92795.7174072266,0.4023529411764706,9159.90547570038
TERRASSA,2,12,667,192,2.03573028428455,41.5628403184005,82798.0,398549.657714844,0.28785607196401797,1673.568116516181
TERRASSA,2,14,1465,626,2.03910983011732,41.5623029716477,82798.0,130397.367431641,0.4273037542662116,11234.889391214172
TERRASSA,2,15,578,128,2.03969215976951,41.5581170618548,82798.0,38009.5347900391,0.22145328719723184,15206.710715951003
TERRASSA,2,16,1573,717,2.04013969239575,41.5656478857105,82798.0,127520.74230957,0.45581691036236494,12335.248144818488
TERRASSA,2,17,1442,498,2.05356683077103,41.5603379255228,82798.0,2580304.36547852,0.34535367545076284,558.8488006656454
TERRASSA,3,1,1304,657,2.02537592642528,41.5579731819614,82798.0,78253.7211914062,0.5038343558282209,16663.744294158943
TERRASSA,3,2,1116,568,2.02465258642434,41.5564805061403,82798.0,65856.3797607422,0.5089605734767025,16945.966420481276
TERRASSA,3,3,1185,540,2.02174302728739,41.5542959684666,82798.0,45616.4654541016,0.45569620253164556,25977.46204585544
TERRASSA,3,4,950,379,2.0194946991407,41.5522162349576,82798.0,74219.4322509766,0.3989473684210526,12799.882337923698
TERRASSA,3,5,1748,945,2.01751679684449,41.5547776272827,82798.0,222727.073852539,0.5406178489702517,7848.1702729920435
TERRASSA,3,6,1572,867,2.0142294060815,41.5538575835914,82798.0,226122.430908203,0.5515267175572519,6951.986115159762
TERRASSA,3,7,1639,841,2.01050894102012,41.5533533873093,82798.0,296086.701049805,0.513117754728493,5535.5407527212865
TERRASSA,3,8,1539,660,2.02655069544238,41.5403388257955,82798.0,3054475.21777344,0.42884990253411304,503.850871352577
TERRASSA,3,14,1122,419,2.02235497248913,41.5524947767139,82798.0,59584.4990234375,0.37344028520499106,18830.400832247706
TERRASSA,3,15,889,468,2.02515210733327,41.5549651264491,82798.0,57271.2930908203,0.5264341957255343,15522.61092813518
TERRASSA,3,16,701,306,2.02887208868411,41.5554790116026,82798.0,143710.921264648,0.43651925820256776,4877.847792159702
TERRASSA,3,17,843,332,2.02739523628168,41.553084070115,82798.0,29928.1417236328,0.39383155397390274,28167.468858727163
TERRASSA,3,18,754,392,2.04363357552792,41.5494317044136,82798.0,4363320.84570312,0.519893899204244,172.8041614777237
TERRASSA,3,19,883,348,2.0251719856673,41.553116474926,82798.0,55127.751953125,0.3941109852774632,16017.340971037833
TERRASSA,3,20,1172,523,2.02122427437526,41.5561950229045,82798.0,61974.9506835938,0.4462457337883959,18910.866197917854
TERRASSA,4,1,1066,695,2.00638820982314,41.558684142839,82798.0,79773.4234619141,0.6519699812382739,13362.846343292964
TERRASSA,4,2,1124,701,2.00436525285906,41.5586543792793,82798.0,72075.5245361328,0.6236654804270463,15594.752965502428
TERRASSA,4,3,1285,718,2.00227027922021,41.558566865967,82798.0,78774.4631347656,0.5587548638132296,16312.392987073115
TERRASSA,4,4,1156,605,2.00128227204143,41.5574037058946,82798.0,65167.6805419922,0.523356401384083,17738.854450329967
TERRASSA,4,5,1237,585,2.00684839124566,41.5530458967938,82798.0,128464.918334961,0.47291835084882783,9629.087972286963
TERRASSA,4,6,1455,691,1.99768574369538,41.5581609794663,82798.0,141446.75378418,0.474914089347079,10286.556326489079
TERRASSA,4,7,1849,767,2.00486764358396,41.5515771513221,82798.0,294493.252929688,0.41481882098431583,6278.581874476627
TERRASSA,4,8,968,390,1.99701623359133,41.5557770876303,82798.0,169222.44152832,0.40289256198347106,5720.281490194678
TERRASSA,4,9,750,294,1.99330954154554,41.5625320627972,82798.0,78201.8312988281,0.392,9590.568245570475
TERRASSA,4,10,708,285,1.99572189480827,41.5642353496378,82798.0,49733.3143310547,0.4025423728813559,14235.930372287845
TERRASSA,4,12,1037,579,1.99893766651309,41.5655873881099,82798.0,52534.0330810547,0.5583413693346191,19739.584783068414
TERRASSA,4,13,1209,680,2.00194603165393,41.5663937981675,82798.0,152898.310180664,0.5624483043837882,7907.2162313072695
TERRASSA,4,14,1013,718,2.0058162108227,41.5644784001115,82798.0,61482.5812988281,0.7087857847976308,16476.211287818984
TERRASSA,4,15,847,576,2.00667370305182,41.5620709170583,82798.0,59152.2467041016,0.680047225501771,14318.982746960806
TERRASSA,4,16,985,645,2.00423718163876,41.5624928435537,82798.0,78370.9609375,0.6548223350253807,12568.430809283134
TERRASSA,4,17,1173,789,2.00217569925727,41.5622578778483,82798.0,62742.076171875,0.6726342710997443,18695.587898409605
TERRASSA,4,18,1945,1089,1.99949323716122,41.5624875551789,82798.0,134284.14855957,0.5598971722365038,14484.211434212399
TERRASSA,4,19,917,435,1.99747656583132,41.5619263525921,82798.0,73521.7281494141,0.4743729552889858,12472.503341276637
TERRASSA,4,20,538,212,1.99473826444517,41.5613072162267,82798.0,35029.8642578125,0.3940520446096654,15358.323858763259
TERRASSA,4,21,803,350,1.9962959724975,41.560753697983,82798.0,44070.9869384766,0.43586550435865506,18220.60397968835
TERRASSA,4,22,1714,821,1.99100340956467,41.5594965421724,82798.0,294891.916381836,0.4789964994165694,5812.2990315565485
TERRASSA,4,23,1696,899,1.98763844654022,41.556996093089,82798.0,167174.840454102,0.5300707547169812,10145.067256490896
TERRASSA,4,24,1667,822,1.99316883322053,41.5430890431899,82798.0,7269168.58068848,0.4931013797240552,229.32471320428704
TERRASSA,4,25,870,424,2.00536946848026,41.5556636882058,82798.0,62265.7438964844,0.48735632183908045,13972.369806524086
TERRASSA,4,26,1090,679,2.0049292282699,41.5668041004991,82798.0,65239.8946533203,0.6229357798165137,16707.56836429879
TERRASSA,5,1,1533,854,2.01555996876084,41.5763270332176,82798.0,83242.5418701172,0.5570776255707762,18416.064257046954
TERRASSA,5,2,1120,506,2.01609801114329,41.5827016237413,82798.0,115292.874633789,0.4517857142857143,9714.390447436726
TERRASSA,5,3,1478,778,2.01764648482547,41.5728023216806,82798.0,82203.9323730469,0.5263870094722598,17979.6751485408
TERRASSA,5,4,1205,700,2.01922746982905,41.571550546053,82798.0,65747.6065673828,0.5809128630705395,18327.663361631738
TERRASSA,5,5,743,399,2.01618665884529,41.5723977956304,82798.0,61335.8088378906,0.5370121130551817,12113.641510194071
TERRASSA,5,6,1570,908,2.01427604250468,41.5721556082285,82798.0,118488.311645508,0.578343949044586,13250.252098258505
TERRASSA,5,7,861,579,2.01171644167902,41.5716453522741,82798.0,59207.2918701172,0.6724738675958188,14542.12771441687
TERRASSA,5,8,1400,849,2.00939631167607,41.5732221221207,82798.0,70613.0181884766,0.6064285714285714,19826.372472327872
TERRASSA,5,9,1349,829,2.00272328022704,41.570037814222,82798.0,46155.1104736328,0.614529280948851,29227.532686129052
TERRASSA,5,10,1411,540,1.99858540102276,41.5735657974168,82798.0,296729.373413086,0.3827072997873848,4755.1746689927595
TERRASSA,5,11,1430,784,2.00446262808474,41.573645024037,82798.0,61053.6954345703,0.5482517482517483,23422.005659468963
TERRASSA,5,12,587,293,2.0043039868033,41.5759158907772,82798.0,53493.4638671875,0.4991482112436116,10973.303233034074
TERRASSA,5,13,1196,493,1.99937139881666,41.5796157375803,82798.0,223113.15246582,0.4122073578595318,5360.508722959406
TERRASSA,5,14,1595,801,1.99811545328442,41.5701000047007,82798.0,166635.835449219,0.5021943573667712,9571.770656054736
TERRASSA,5,15,1500,625,1.98820710308527,41.5710292237234,82798.0,573010.219238281,0.4166666666666667,2617.754360461482
TERRASSA,5,16,1929,826,2.0051028605636,41.5785048539592,82798.0,143777.333129883,0.4282011404872991,13416.579359261134
TERRASSA,5,17,1357,724,2.01559732966656,41.5788079296103,82798.0,101224.487792969,0.5335298452468681,13405.847039457743
TERRASSA,5,18,1006,526,2.01583057942288,41.5807042357812,82798.0,43846.0288085938,0.5228628230616302,22943.925079090048
TERRASSA,5,19,984,501,1.98103019574512,41.6002698646474,82798.0,27728041.2849121,0.5091463414634146,35.48754092974582
TERRASSA,5,20,1155,652,2.00635280740956,41.5727150182382,82798.0,60964.7487792969,0.5645021645021645,18945.374550484954
TERRASSA,5,21,1361,741,2.00269052187447,41.5721437582343,82798.0,29060.7707519531,0.544452608376194,46832.89413129315
TERRASSA,5,22,582,270,2.00214243067242,41.5756986408703,82798.0,96766.9298095703,0.4639175257731959,6014.451436511732
TERRASSA,5,23,1330,837,2.00650729429272,41.5709491923757,82798.0,116646.289306641,0.6293233082706767,11401.991507022412
TERRASSA,5,24,1163,655,2.01177281207295,41.5773926697881,82798.0,167264.839233398,0.5631986242476354,6953.045274369786
TERRASSA,5,25,925,472,2.00849727354242,41.5771724916621,82798.0,137700.250244141,0.5102702702702703,6717.489607752966
TERRASSA,5,26,1007,608,2.01180665413052,41.5738967642727,82798.0,50673.2995605469,0.6037735849056604,19872.398457037278
TERRASSA,5,27,944,565,2.02233339062559,41.5702869874294,82798.0,106234.048828125,0.5985169491525424,8886.039931766962
TERRASSA,5,28,904,531,2.00921005622028,41.5810609728246,82798.0,98959.19140625,0.5873893805309734,9135.078683988779
TERRASSA,5,29,967,543,2.00950282147954,41.583400128878,82798.0,102282.169433594,0.56153050672182,9454.238264156278
TERRASSA,6,1,896,394,2.02372617537979,41.5795083661987,82798.0,78688.0255126953,0.43973214285714285,11386.73888640708
TERRASSA,6,2,1204,511,2.02169468097369,41.5747922469116,82798.0,63718.9852294922,0.42441860465116277,18895.46727185999
TERRASSA,6,3,1491,621,2.02697763397556,41.5752784011471,82798.0,68998.3365478516,0.4164989939637827,21609.216607214352
TERRASSA,6,4,864,346,2.02720314896472,41.5717919939839,82798.0,126681.326538086,0.40046296296296297,6820.263282767594
TERRASSA,6,5,1115,477,2.03079475129776,41.5707034924815,82798.0,269369.311645508,0.42780269058295967,4139.298545883907
TERRASSA,6,6,1173,533,2.04084350901627,41.5727914011938,82798.0,69831.3419189453,0.45439045183290705,16797.615050295404
TERRASSA,6,8,1654,845,2.02291608860593,41.5726658915935,82798.0,124487.199951172,0.5108827085852479,13286.506569741736
TERRASSA,6,9,919,387,2.01885802388388,41.575305616005,82798.0,28910.7561035156,0.4211099020674646,31787.477183561034
TERRASSA,6,10,1620,712,2.02098662575281,41.5774934824166,82798.0,100256.149169922,0.43950617283950616,16158.60985498552
TERRASSA,6,11,1249,522,2.02051147617158,41.5815637982012,82798.0,243287.225097656,0.41793434747798236,5133.849504422803
TERRASSA,6,12,927,417,2.02551632903152,41.5736040431205,82798.0,46104.7954101562,0.44983818770226536,20106.36836696158
TERRASSA,6,13,694,306,2.0259437544701,41.5800412567184,82798.0,274712.674072266,0.4409221902017291,2526.275871121389
TERRASSA,6,14,702,225,2.02971858213662,41.5748771464237,82798.0,48042.2705078125,0.32051282051282054,14612.132036637251
TERRASSA,6,16,1121,470,2.04522873328261,41.5844350592817,82798.0,8163299.4486084,0.4192685102586976,137.3219256572901
TERRASSA,6,18,891,336,2.03116969608273,41.5770331584903,82798.0,68286.3839111328,0.3771043771043771,13047.989203228835
TERRASSA,6,20,1111,382,2.03267839466095,41.578399416152,82798.0,57947.7231445312,0.3438343834383438,19172.45302682527
TERRASSA,6,23,998,427,2.03465838217742,41.5753793221202,82798.0,136442.311279297,0.4278557114228457,7314.446601223994
TERRASSA,6,24,1780,775,2.03502365876196,41.5723868744407,82798.0,126754.80078125,0.4353932584269663,14042.860617736094
TERRASSA,6,25,1448,567,2.02177095770713,41.5761078951769,82798.0,41868.5935058594,0.39157458563535913,34584.39557558475
TERRASSA,6,26,1185,490,2.03608574792707,41.5695172895363,82798.0,118147.173217773,0.41350210970464135,10029.863328306354
TERRASSA,6,27,969,331,2.03739499806031,41.5773993671691,82798.0,150752.667236328,0.3415892672858617,6427.746969683418
TERRASSA,6,28,1207,570,2.03825363696867,41.573813252478,82798.0,78529.3688964844,0.47224523612261804,15370.045843498876
TERRASSA,6,29,809,324,2.04003435862615,41.5710468890511,82798.0,46403.8973388672,0.4004944375772559,17433.880479741383
TERRASSA,6,30,561,235,2.03855825700342,41.5688715748338,82798.0,30232.1632080078,0.41889483065953653,18556.39625058005
TERRASSA,6,31,746,291,2.01887862880798,41.5778483915899,82798.0,39922.6196289062,0.3900804289544236,18686.148527684654
TERRASSA,6,32,603,217,2.04090502671826,41.5699489799467,82798.0,33170.1096191406,0.3598673300165838,18179.017402222955
TERRASSA,6,33,1037,523,2.04239046860309,41.5685180163154,82798.0,135089.5,0.5043394406943105,7676.392317685682
TIANA,1,1,1878,1240,2.27101909540248,41.4913456977733,82824.0,3650755.38269043,0.6602768903088392,514.4140878088646
TIANA,1,2,1689,1142,2.25803354200484,41.484404599992,82824.0,2190050.23510742,0.6761397276494967,771.2151862658785
TIANA,1,3,963,611,2.28079752833586,41.4796211589643,82824.0,1185025.72338867,0.6344755970924195,812.6405874517468
TIANA,1,4,1343,941,2.27083854954231,41.4740369471722,82824.0,209222.553344727,0.7006701414743113,6419.002055611073
TIANA,1,5,985,712,2.26391674254969,41.4748174059278,82824.0,661700.26184082,0.7228426395939086,1488.589406417605
TIURANA,1,1,67,53,1.2356899349086,41.9566911263769,252228.0,15612992.5203857,0.7910447761194029,4.2912977709122
TIVENYS,1,1,681,423,0.552252040939669,40.9153122641634,431495.0,53603293.0524902,0.6211453744493393,12.704443350768418
TIVISSA,1,1,1219,834,0.733432585347322,41.0184986692373,431508.0,209432817.444702,0.6841673502871206,5.820482266690897
TONA,1,1,1734,972,2.2430151076463676,41.85830745040772,82830.0,14214821.1243896,0.5605536332179931,121.98535492119743
TONA,1,2,1439,859,2.2322388774340647,41.85446977262095,82830.0,1350631.67102051,0.5969423210562891,1065.427407690448
TONA,1,3,1759,942,2.22683826615723,41.8465308562051,82830.0,382139.737304688,0.5355315520181921,4603.02823361579
TONA,1,4,1285,651,2.23419538621249,41.8512412097587,82830.0,446196.053955078,0.5066147859922179,2879.8999646226607
TORDERA,1,1,1634,778,2.72095205425188,41.7003356657724,82845.0,238529.742919922,0.47613219094247244,6850.298750997096
TORDERA,1,2,1243,483,2.71288379024247,41.6950042062104,82845.0,164402.702758789,0.38857602574416733,7560.702951603689
TORDERA,1,3,1542,665,2.71626122444323,41.698863066308,82845.0,230655.800048828,0.43125810635538264,6685.286039516764
TORDERA,1,4,1873,875,2.72100421694415,41.6952287972688,82845.0,279601.262451172,0.4671649759743727,6698.825261302568
TORDERA,2,1,2137,907,2.72112547385652,41.7226454205074,82845.0,9858278.71984863,0.4244267664950866,216.77212226687917
TORDERA,2,2,2353,914,2.65977548151554,41.6829376870087,82845.0,57267044.9373779,0.38844028899277516,41.08820356582096
TORDERA,2,3,2042,825,2.75324573655497,41.7102130828301,82845.0,16537974.0385742,0.4040156709108717,123.4734070350523
TORELLÓ,1,1,721,381,2.27009037896342,42.0321821106293,82858.0,2249775.27709961,0.5284327323162274,320.4764526213066
TORELLÓ,1,2,1539,867,2.28149888806768,42.0468833357958,82858.0,1662966.81921387,0.5633528265107213,925.4544241162475
TORELLÓ,1,4,1606,788,2.28237870226511,42.0375032626481,82858.0,2488598.73046875,0.49066002490660027,645.3430922137838
TORELLÓ,2,1,1323,828,2.2552709026137,42.0325027755975,82858.0,4966793.00927734,0.6258503401360545,266.3690630007741
TORELLÓ,2,2,1031,618,2.26744115518746,42.0517710903386,82858.0,525148.919677734,0.5994180407371484,1963.2526343816712
TORELLÓ,3,1,1319,712,2.25681818152176,42.0489295207884,82858.0,300817.095825195,0.5398028809704322,4384.724200537032
TORELLÓ,3,2,1081,495,2.24869645420588,42.0509932110524,82858.0,436037.115966797,0.45790934320074006,2479.1467524574564
TORELLÓ,3,3,1689,914,2.25763364698402,42.0550023568825,82858.0,876248.292358398,0.5411486086441681,1927.5358533984738
ELS TORMS,1,1,121,88,0.721575151130143,41.3951931775459,252249.0,13507497.4067383,0.7272727272727273,8.957988023720693
TORNABOUS,1,1,521,316,1.05792243744422,41.7103668171647,252252.0,20097898.8969727,0.6065259117082533,25.9231078169309
LA TORRE DE CABDELLA,1,1,658,440,0.97262804076629,42.4441187866973,252271.0,165421850.049805,0.668693009118541,3.9777091103859026
LA TORRE DE CLARAMUNT,1,1,1824,950,1.66986420163802,41.53398812365,82861.0,7454109.76977539,0.5208333333333334,244.69722828551284
LA TORRE DE CLARAMUNT,1,2,1176,513,1.64971370515258,41.5148558413133,82861.0,7483921.27233887,0.4362244897959184,157.13687480206178
LA TORRE DE FONTAUBELLA,1,1,106,83,0.864516516479622,41.1209709765363,431515.0,7139275.43054199,0.7830188679245284,14.847445098774235
LA TORRE DE L'ESPANYOL,1,1,427,293,0.651678903004707,41.2039211952142,431520.0,27925185.8269043,0.6861826697892272,15.290856170010164
TORRE-SERONA,1,1,275,187,0.63598507953767,41.6763705689678,252332.0,5882081.30456543,0.68,46.752158931661874
TORREBESSES,1,1,239,143,0.59836602215462,41.4206872231266,252265.0,27706091.6901855,0.5983263598326359,8.626261786488726
TORREDEMBARRA,1,1,1627,736,1.39191676065722,41.1473173186704,431536.0,1003894.90795898,0.45236631837738167,1620.6875710803793
TORREDEMBARRA,1,2,1052,517,1.39781461626473,41.1377037635576,431536.0,1187833.84619141,0.4914448669201521,885.6457520326278
TORREDEMBARRA,1,3,1343,718,1.41135616936551,41.1500338737426,431536.0,1125997.88220215,0.5346239761727476,1192.7198276549614
TORREDEMBARRA,1,4,1634,913,1.40189616952612,41.156340383665,431536.0,2519729.51806641,0.5587515299877601,648.4823026774313
TORREDEMBARRA,1,5,1418,653,1.39895136413893,41.1429127446232,431536.0,164596.302368164,0.4605077574047955,8615.017346065653
TORREDEMBARRA,1,6,1933,773,1.40088341535625,41.1451750974831,431536.0,127893.711669922,0.3998965338851526,15114.112920491634
TORREDEMBARRA,1,7,1438,664,1.40645316792161,41.1453844747362,431536.0,267776.110473633,0.4617524339360223,5370.157918331534
TORREDEMBARRA,1,8,1081,485,1.42645773655424,41.1554666560613,431536.0,2357871.65710449,0.4486586493987049,458.4643090063214
TORREFARRERA,1,1,1288,637,0.563861416940434,41.68818832681585,252287.0,20351476.024292,0.4945652173913043,63.287792908121894
TORREFARRERA,1,2,1927,1129,0.613355018138663,41.6789941724566,252287.0,3092697.62634277,0.5858847950181629,623.0806347139566
TORREFETA I FLOREJACS,1,1,491,294,1.28142338028214,41.845470387794904,259078.0,88939351.8955078,0.5987780040733197,5.520615897638441
TORREGROSSA,1,1,1518,906,0.809671993780514,41.5836926812379,252304.0,40476515.1817627,0.5968379446640316,37.503228555702286
TORRELAMEU,1,1,483,358,0.702794890379692,41.7122328919255,252311.0,10777866.8721924,0.7412008281573499,44.81406253459778
TORRELLES DE FOIX,1,1,1746,764,1.57030242073402,41.4093494203748,82883.0,37020275.5015869,0.43757159221076747,47.163344311826
TORRELLES DE LLOBREGAT,1,1,1027,656,1.96795267267418,41.3552113805828,82896.0,9414078.74755859,0.6387536514118792,109.091927902806
TORRELLES DE LLOBREGAT,1,2,1208,679,1.98918441183261,41.3557792069787,82896.0,1770293.18859863,0.5620860927152318,682.3728452326345
TORRELLES DE LLOBREGAT,1,3,1462,798,1.96861154078597,41.3509427779133,82896.0,2144069.7487793,0.5458276333789329,681.8808020738933
TORRELLES DE LLOBREGAT,1,4,863,555,1.9824828055658,41.3565255825257,82896.0,202061.556762695,0.6431054461181923,4270.975705752499
TORRENT,1,1,126,91,3.12914254396206,41.9515214807579,171978.0,7910139.50146484,0.7222222222222222,15.92892261592437
TORRES DE SEGRE,1,1,1340,782,0.519325239401503,41.5302390447548,252326.0,50852450.5625,0.5835820895522388,26.350745837766038
TORROELLA DE FLUVIÀ,1,1,447,264,3.03028829837271,42.1864557723906,171984.0,16871883.1745605,0.5906040268456376,26.493782310796735
TORROELLA DE MONTGRÍ,1,1,1110,670,3.12791958189543,42.0392470320392,171997.0,275590.115722656,0.6036036036036037,4027.720649883772
TORROELLA DE MONTGRÍ,1,2,595,363,3.1246033902306,42.0401195794071,171997.0,167592.040527344,0.6100840336134454,3550.287938065417
TORROELLA DE MONTGRÍ,1,3,1521,852,3.2196387541738836,42.0475163561961,171997.0,6722003.56762695,0.5601577909270217,226.2718227828841
TORROELLA DE MONTGRÍ,1,4,1363,800,3.13138359508356,42.0442364035112,171997.0,721261.453857422,0.586940572267058,1889.7446864939993
TORROELLA DE MONTGRÍ,1,5,724,365,3.12155818877364,42.0425855165668,171997.0,103878.536376953,0.5041436464088398,6969.678484617446
TORROELLA DE MONTGRÍ,1,6,1024,554,3.13737774956378,42.0397132755586,171997.0,571718.82421875,0.541015625,1791.0902293610661
TORROELLA DE MONTGRÍ,1,7,722,391,3.1893911713051226,42.075344590852026,171997.0,57251298.3361816,0.5415512465373962,12.611067713441031
TORROJA DEL PRIORAT,1,1,121,99,0.807884570534482,41.2202245904006,431541.0,13160443.473877,0.8181818181818182,9.194219042859809
TORTELLÀ,1,1,635,416,2.62101209011919,42.2437415510655,172001.0,11003256.1486816,0.6551181102362205,57.71018973107203
TORTOSA,1,2,510,284,0.521811083913928,40.8002351578273,431554.0,212737.213378906,0.5568627450980392,2397.3238715486964
TORTOSA,1,3,848,473,0.523755638030595,40.8102885833374,431554.0,115976.602050781,0.5577830188679245,7311.819668838879
TORTOSA,1,4,1322,722,0.521638870812366,40.8061109793997,431554.0,105132.80090332,0.546142208774584,12574.572242355738
TORTOSA,1,5,567,166,0.524760882328432,40.8134852401282,431554.0,106911.543579102,0.2927689594356261,5303.449758729623
TORTOSA,1,6,798,383,0.524496056631691,40.8073949039899,431554.0,179158.417602539,0.4799498746867168,4454.158563570004
TORTOSA,1,7,1946,1063,0.517686238563876,40.8060223149668,431554.0,288303.85534668,0.5462487153134635,6749.8230214784035
TORTOSA,2,2,1518,891,0.543540152929786,40.7958200692625,431554.0,11780257.0427246,0.5869565217391305,128.8596670254751
TORTOSA,2,3,1157,553,0.52553530856498,40.8014585338199,431554.0,284273.15625,0.47796024200518583,4070.0290356733253
TORTOSA,2,4,609,267,0.517072162806673,40.7884218562274,431554.0,4228278.94152832,0.43842364532019706,144.03023273102121
TORTOSA,2,5,921,498,0.574274346202926,40.7700341318471,431554.0,26160913.1165771,0.5407166123778502,35.205193178689164
TORTOSA,3,1,1320,548,0.523955057218706,40.8162270193719,431554.0,241863.948486328,0.41515151515151516,5457.613704981817
